Job Title,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,company text,same_place,age,python_yn,Spark,aws,excel
Staff Machine Learning Engineer - Customer Engagement,"Twilio seeks a Staff Machine Learning Engineer to be a key leader in defining a new product offering at Twilio in the customer engagement space. The person in this role will be critical in shaping Twilio's data and intelligence strategy, which will empower our customers to create highly personalized communications and experiences for their contacts. Come be part of a team that's building a set of ML-driven APIs that deliver intelligent audience and personalization recommendations.

Who?

You have:
Personal traits: Curious, humble, team player
Professionally: Passionate, customer-obsessed, gets things done, highly collaborative, excellent communicator, and very comfortable with rapid change and uncertainty
You have hands on experience developing, deploying and monitoring a large scale machine learning model in production
Ph.D. or MS in Computer Science, Statistics, or related field
5+ years of applied ML experience in statistical and mathematical modeling such as supervised and unsupervised machine learning, deep learning, and/or reinforcement learning
You are familiar with concepts related to testing and maintaining models in production such as A/B testing, retraining, monitoring model performance
You've explored modern data storage, messaging, and processing tools (Kafka, Spark, Hadoop, Cassandra, etc.) and demonstrated experience designing and coding in big-data components such as DynamoDB or similar
You have a deep understanding of frameworks like - PyTorch, TensorFlow, or Keras, why and how these frameworks do what they do
Proficiency in Python is preferred. We will also consider strong quantitative candidates with a background in other programming languages
Experience working in an agile team environment
Big plus: Experience in AWS cloud computing
What?

You live the Twilio Magic values:
EMPOWER OTHERS: Be part of a small, high-impact and multi-talented engineering team. Show strong engagement in the team setting
WEAR THE CUSTOMER'S SHOES: Passion for and demonstrated track record of executing product opportunities deeply grounded in customer needs
DRAW THE OWL: Self-starter who can see the big picture and prioritize work to make the largest impact
BE BOLD: Help us take one of the world's most extensive communication data sets and transform it into leading-edge AI applications and products that solve meaningful customer problems
BE INCLUSIVE: Collaborating and brainstorming product ideas with product managers, data scientists and engineers
DON'T SETTLE: Experienced working at a massive scale with distributed, scalable systems, including making tradeoffs for consistency/availability
NO SHENANIGANS: Experience successfully applying machine learning to real-world problems
Why?

Today, Twilio powers the delivery of billions of the world's communications. Increasingly, we're hearing from our B2C customers that they're struggling to harness the massive amounts of valuable data they generate, much of which stems from the communications we help them send. We seek to uncover how Twilio can help customers utilize their valuable data to create unique, individualized experiences that their competitors can't replicate. We want to help them become more proactive (outcome-driven) than reactive (event-driven) in their customer engagements. We are a new initiative and team at Twilio that will function much like an internal start-up. If you want to shape the future of B2C Customer Engagement and Twilio, this project is for you!

Twilio is a company that is empowering the world's developers with modern communication in order to build better applications. Twilio is truly unique; we are a company committed to your growth, your learning, your development, and your entire employee experience. We only win when our employees succeed and we're dedicated to helping you develop your strengths. We have a cultural foundation built on diversity, inclusion, and innovation and we want you and your ideas to thrive at Twilio.

Where?

This position will be located in our office in Bangalore, India. You will enjoy our office perks: catered meals, snacks, game room, ergonomic desks, massages, Wednesday dinners, bi-weekly All Hands, and more. What you will also get to experience is a company that believes in small teams for maximum impact; seeks well-rounded talent to ensure a full perspective on our customers' experience, understands that this is a marathon, not a sprint; that continuously and purposefully builds an inclusive culture where everyone is able to do and be the best version of themselves.

About us:

Millions of developers around the world have used Twilio to unlock the magic of communications to improve any human experience. Twilio has democratized communications channels like voice, text, chat, video and email by virtualizing the world's communications infrastructure through APIs that are simple enough for any developer to use, yet robust enough to power the world's most demanding applications. By making communications a part of every software developer's toolkit, Twilio is enabling innovators across every industry — from emerging leaders to the world's largest organizations — to reinvent how companies engage with their customers.",3.9,"Twilio
3.9",Bengaluru,"San Francisco, CA",1001 to 5000 employees,2008,Company - Public,Internet,Information Technology,₹100 to ₹500 billion (INR),-1,"Twilio
",0,12,1,1,1,1
Staff Research Scientist,"Company Description

FireEye is the leader in intelligence-led security-as-a-service. Working as a seamless, scalable extension of customer security operations, FireEye offers a single platform that blends innovative security technologies, nation-state grade threat intelligence, and world-renowned Mandiant® consulting. With this approach, FireEye eliminates the complexity and burden of cyber security for organizations struggling to prepare for, prevent, and respond to cyber attacks. FireEye has over 7,500 customers across 67 countries, including more than 50 percent of the Forbes Global 2000.
Job Description

We are seeking Sr. Research Scientist with the passion and experience necessary to solve the malware problem across multiple platfrorms including both mobile and desktop. The candidate will work for FireEye’s security research team, which is a group of top notch security researchers specializing in areas from Machine Learning to reverse engineering advanced malware.

Responsibilities:
Perform leading edge malware research, analysis (data-mining) and generate content for use in our products.
Enhance FireEye’s security content infrastructure, process workflow, and the malware intelligence portal.
Run the FireEye’s security content release process, controlling content selection, packaging, and coordination with DEV/QA/Customer-Support teams.
Qualifications

Requirements:
At least 5 years direct or equivalent experience in areas of malware-analysis, software/security-content build/release, networking/system administration or software development
BS/MS in computer science or equivalent experience
Knowledge in Malware Analysis and Reverse Engineering
Proficiency with network traffic analysis tools such as wireshark and tcpdump
Knowledge in Security and Malware detection technologies
Solid programming skills with scripting languages such as Perl or Python is required
Working knowledge of databases such as Postgres or MySQL
Working knowledge of Rapid Web development frameworks/languages and environments such as PHP etc
Deep working knowledge of networking concepts: TCP/IP, HTTP, HTTPS, FTP, IRC, RPC, DNS etc
Host based IDS/IPS knowledge and experience a definite plus
Additional Qualifications:
Strong problem solving, troubleshooting and analysis skills
Experience working in fast-paced development environments
Excellent written & verbal communication skills
Excellent inter-personal and teamwork skills
Self-driven, proactive, hardworking, team-player with a good sense of humor",3.2,"FireEye, Inc.
3.2",Bengaluru,"Milpitas, CA",1001 to 5000 employees,2004,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Palo Alto Networks, Tanium","FireEye, Inc.
",0,16,1,0,0,1
Data Scientist / Senior Data Scientist,"Position Summary

NextNav is launching a groundbreaking location service for smartphones, IOT, and other devices – an ability to determine floor level altitude service across the country – a capability that does not exist at scale anywhere today! No longer constrained by legacy “flat earth” technologies, applications and users will be able to determine floor-level altitude, which is essential for navigation, user context and relevancy and many other applications that are used indoors.

This position will consist of building tools to aid with alerting of our system, developing real-time metrics of our end-to-end network performance, and calibration quality at all levels. The position will also develop models to aid in our end-to-end system, including calibration and forecasting, as well as applying machine learning and deep learning algorithms.

Responsibilities

·Develop algorithms to further improve the accuracy of NextNav's Z-axis solution.

·Efficiently clean, prune, fix, prepare, process and analyze network and field data.

·Create and develop machine learning algorithms to help aid in positioning and calibration of devices and network.

·Develop strong domain expertise with atmospheric science.

·Interpret data and guide company to maximal benefit.

Desired Skills& Experience

Required:

·Bachelor's degree with 2-3 years’ experience, orMaster's/PhDin engineering disciplines such as mechanical engineering, electrical engineering, or sciences such as mathematics, statistics, computer science, physics, or another closely related field, with research emphasis on data modelling and analysis.

·Solid foundation in statistics and data processing, including data reduction, regression, automation and visualization.

·Strong scientific coding skills, including proficiency in one or more of the following: Python, R, MatLab, SQL, etc. Expertise with object-oriented languages such as Java or C++ a bonus.

·Familiarity with machine learning and deep learning framework applied to real world problems.

·Ability to work independently and collaboratively across multiple departments, including hardware and software.

·Strong written and oral communication skills, with the ability to communicate clearly and effectively across teams.

Preferred:

·Experience in performing analysis of large data sets by exploiting parallel computing infrastructure.
1-2 years’ experience with machine learning and deep learning framework, including scikit-learn, Tensor Flow, or PyTorch.
·Experience in providing data support for internal and external engagements for trials and demos.

·Demonstrated experience as a problem solver and a data analyst of a variety of gridded and point weather data.

·Experience with driving projects across all stages, including ideation, testing, and marketing.

·Track record of source code contribution to open source projects.",3.2,"NextNav
3.2",Bengaluru,"Sunnyvale, CA",51 to 200 employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹1 to ₹5 billion (INR),-1,"NextNav
",0,13,1,0,0,0
Applied Scientist I,"Amazon is investing heavily in building a world class advertising business and we are responsible for defining and delivering a collection of self-service performance advertising products that drive discovery and sales. Our products are strategically important to our Retail and Marketplace businesses driving long term growth. We deliver billions of ad impressions and millions of clicks daily and are breaking fresh ground to create world-class products. We are highly motivated, collaborative and fun-loving with an entrepreneurial spirit and bias for action. With a broad mandate to experiment and innovate, we are growing at an unprecedented rate with a seemingly endless range of new opportunities.

The Moderation and Relevance System (MARS) team, based in Bangalore, is responsible for ensuring that ads are relevant and is of good quality, leading to higher conversion for the sellers and providing a great experience for the customers. We deal with one of the worlds largest product catalog, handle billions of requests a day with plans to grow it by order of magnitude and use automated systems to validate tens of millions of offers submitted by thousands of merchants in multiple countries and languages. We are looking for a highly motivated, top notch applied scientist to build machine learning models at scale to enforce our policy guidelines. A successful candidate will have demonstrated experience in at least some of the following areas: NLP, Image Recognition and Classification, Video Recognition and Classification, Generative Models, Reinforcement Learning, Active Learning, Weak Supervision

Your areas of responsibility include:
·

· Designing and implementing new features and machine learned models, including the application of state-of-art deep learning to solve ad policy enforcement and creative intelligence, including NLP, deep image and video models, generative models
· Perform analysis of data and metrics relevant to ad content generation and policing
· Gathering ad policy related requirements from business owners, other tech teams, as well as by analyzing customer feedback and translate them into modeling problems
· Integrate and productize ML models with overall engineering infrastructure to be made available at scale
Ad Quality protects the customer experience and is a critical component of our business success. One of the earliest teams to be established in Amazon Bangalore, Ad Quality has both Operations and Development teams in Bangalore supporting multiple ad programs in markets around the world.

sspajobs

Basic Qualifications

Basic Qualifications:
· Very good English skills (including the ability to read and write technical papers in English)
· Bachelors (BS/BE) in Computer Science or related field
· Publications in top-tier NLP and or ML/DL conferences or journals
· Skills with programming language like R, Python and/or Scala or similar scripting language
· At least 5+ years of hands-on-experience in predictive modeling and analysis
· At least 5+years of algorithmic development experience
· At least 2+years of R, Python or equivalent, as well as Java, C++ or equivalent

Preferred Qualifications


· Advanced Degree (MS/ME/PhD) in Natural Language Processing, Machine Learning, Statistics or equivalent. Significant peer reviewed scientific contributions in relevant field
· 5+ years of extensive experience applying theoretical models in an applied environment.
· Expertise on a broad set of practical experience of applying techniques, including Deep Learning, statistics, NLP, Recommendation systems and or information retrieval
· Strong fundamentals in problem solving, algorithm design and complexity analysis
· Expert in more than one more major programming languages (Java, C++ or similar) and at least one scripting language (Python, or similar)
· Strong personal interest in learning, researching, and creating new technologies with high commercial impact.
· Experience with defining organizational research and development practices in an industry setting.
· Great verbal and written communication and presentation skills, ability to convey rigorous mathematical concepts and considerations to non-experts
· Proven track record in leading, mentoring and growing teams of scientists (teams of 3 or more scientists)
Amazon is an Equal Opportunity-Affirmative Action Employer Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.",4.2,"Amazon
4.2",Bengaluru,"Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Google, Microsoft, Walmart","Amazon
",0,26,1,0,0,0
Data Scientist / Data Analyst,"This position will be responsible for Finance Analytics product offerings thereby generate Business Performance Improvement opportunities for the Stake Holders. Our Client is looking for an experienced Senior Data Scientist to join our talented engineering team. As our data guru, you’ll be responsible for analyzing the large data set and making recommendations that will impact major business decisions. They are looking for a proven technical leader that can excel in a fun, fast-moving startup environment and help them elevate their customer experience.

Job Responsibilities

Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
Mine and analyze data from company databases to drive optimization and improvement of sales projections, processes, marketing techniques and business strategies.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Develop custom data models and algorithms to apply to data sets.
Use predictive modelling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.
Develop A/B testing framework and test model quality.
Coordinate with different functional teams to implement models and monitor outcomes.
Develop processes and tools to monitor and analyze model performance and data accuracy.
Develop algorithms and predictive models, create prototype systems and visualizations
Implement and keep models in optimal production state
Strong data & visual presentation skills and ability to explain insights using tools like tableau, D3 charts or other tools.
Experience working with big data tools such as MapReduce, Pig, Spark and NoSQL data will be an add-on
Must have end-end hands-on experience in delivering & implementing data analytics models in production. Must have skills, such as Synthesizing data, defining the problem, feature engineering, building the model, deploying the same in production.
Ability to work closely with others to execute projects rapidly in a multi-disciplinary environment
Demonstrated data science experience in the Sales & Marketing domain with at least 3 to 4 projects delivered end-to-end, Ability to collaborate business and data science.
Strong project management skills, a passion to drive task based processes to successful completion – organized, strong communicator, high-energy and takes initiative
Consultative and collaboration skills; able to influence complex stakeholder communities
Education : Bachelor’s degree in computer science, statistics, engineering and relevant fields,

Experience : with 6+ years of hands-on experience in the following:

Statistical analysis tools such as R, Python, SAS, etc.
Machine learning techniques for classification, regression, clustering, decision trees, text analytics, deep learning & time-series data etc.
Scripting languages such as Python, Perl, Ruby, etc.

Strong communicator written and oral; able to work effectively with remote, global project teams

What You Need for this Position

You should have knowledge of:
Data Science
Data Analyst
SQL
R
Python
SAS
Python
Perl
Ruby
MapReduce
Pig
Spark and NoSQL
Aditional
No. of Positions
3
Education level
Bachelor’s Degree in Computer Science
Career level
Experienced",4.8,"Bloom Consulting Services
4.8",Bengaluru,"Nagpur, India",1 to 50 employees,2015,Company - Private,IT Services,Information Technology,₹10 to ₹50 million (INR),-1,"Bloom Consulting Services
",0,5,1,1,0,1
Tech Lead - Data Scientist (NLP),"AI team at Ultria is working on state of the art Natural Language Processing technologies including document structure detection, domain specific neural embeddings, deep neural network architectures for extraction and classification tasks etc. We are looking for a passionate data scientist to develop new statistical models for delivering high-quality NLP products.

RESPONSIBILITIES:
Identify new opportunities to apply Machine Learning to different parts of the product
Develop advanced algorithms to solve problems of high dimensionality in a computationally efficient and statistically effective manner
Have responsibility for the creation and development of our Text Analytics strategy and software
Take end to end ownership of Machine Learning products
Partner with other teams such as Data, Design and Product to collaborate on projects across the company
Work with the engineering management team to develop new initiatives and improve existing processes across the entire engineering team
Implement small and large scale projects in Advanced Analytics to help derive business insights for measurable success
Evaluate emerging datasets and technologies that may contribute to our products
Requirements
3 -7 years of strong Python development experience
3+ years of experience in Machine Learning/Deep Learning, specifically in NLP and text analytics domain including:
Extracting, cleaning and embedding text data
Text classification
Entity extraction/NER
Text summarization
Similarity and sentiment analysis
Topic modelling
Research experience in machine learning or natural language processing
Experience in deploying ML projects in production environment
Strong statistical analysis skills and demonstrated experience in deriving insights from unstructured data
Ability to run experiments scientifically and analyze results
Good understanding of ML tools/libraries like: Tensorflow, Keras, Pandas, Spacy, Pytorch, NLTK, SkLearn etc
Knowledge of big data technologies like Hadoop, Hive, Scala or Spark is preferred
Strong collaborative mindset
Excellent critical thinking and problem solving skills
Benefits

About Ultria

Ultria offers end-to-end, SaaS-deployed, Contract Lifecycle Management solution for the Enterprise—Ultria CLM. It is a market-proven solution with a legacy of successful deployments over more than seven years. With a workflow based authoring and approval tool, and a comprehensive repository of contracts and clauses, Ultria CLM helps companies across the spectrum derive greater value from their contracts. By connecting with eSignature and CRM solutions, Ultria CLM seamlessly streamlines the quote to contract conversion process. Its post-signoff contract management capabilities empower the enterprise to extract the maximum value out of contracts, mitigate risks, and ensure regulatory compliance.

Our Products are built around an intuitive user experience, leveraging a comprehensive knowledge base, robust Artificial Intelligence technology, encapsulates industry's best-of-breed processes and methodologies.

Several of Fortune 500 companies have chosen Ultria solutions for the following reasons:
In-depth industry and domain expertise with a robust implementation methodology
Ability to ensure semantic and structural data integrity and quality
End-to-end solution for Data Governance renowned by leading market Analysts
To know more, you can visit our website: www.ultria.com",4.2,"Ultria
4.2",Bengaluru,"Princeton, NJ",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,"Ultria
",0,-1,1,1,0,1
"Principal Engineer - Computer vision, opencv,Tensorflow","Description:

Join us as a PRINCIPAL ENGINEER Computer Vision

Similar Industry Titles and Key Words: Video analytics, AI, Deep learning, machine learning

About Vision computing platform Our mission is to provide core capabilities in vision computing and machine learning. We want to enable unparalleled guest experience by deriving insights from structured data and unstructured content (videos, images and documents) using vision computing and machine learning platform and capabilities. The platform will provide end to end ubiquitous experience including acquiring, processing, analyzing and understanding content and extraction of high-dimensional data in order to produce numerical or symbolic information, e.g., in the form of decisions. Machine learning platform would enable ML developers to focus on writing efficient ML models solving business problems and train/ deploy/ manage with minimal effort.

About the Role

The key to the success of this position is having strong & innovative approach to problem solving, great technical leadership, excellent communication (written and verbal, formal and informal), flexibility, and a self-motivated working style with attention to detail.

Use your skills, experience and talents to be a part of groundbreaking thinking and visionary goals. As a Principal Engineer, youll take the lead as you
Manage in the decision-making process related to the selection of technology framework, architecture and end-end stack for building machine & deep learning based vision apps.
Design and develop vision based apps to handle the enterprise scale, provide consultation and lead implementation of ideas on complex problems.
Partner with various in-house teams and vendors in designing and productizing algorithms and ML models across different type of infrastructure (datacenter, edge, far edge compute infrastructure)
Implement complex technical problems in retail business setting.
Keep abreast of industrial and academic research. mentor and train engineers/data scientists.
Curious to learn from the industry, follow emerging trends from established enterprises and startup ecosystem and continuously innovate and drive POCs/ POTs.
Focus on scale and performance with the need to optimize and execute for realtime needs.
Engages in development/ operations and with engineering team
Work with engineering leaders in building a high performing engineering team and talent
Mentor and build a high performing full stack engineering team
Provides leadership, coaching, motivation and assistance to team
Participates in the selection and assessment of technical talent in the organization to identify and develop technical leadership backups. Help in hiring and building team
Engages in external tech community (writing blogs, contributing to open source, present in meetups/ conferences, etc)
Provide strong leadership and communication skills and use broad technical knowledge that draws upon diverse experiences.
Requirements
PhD in computer science/electronics engineering with a research focus on computer vision.
Over 12+ years of industry experience in building software application with min 2 yrs in computer vision. Image processing/ ML
4-5 years of hands-on experience in machine and deep learning techniques.
Strong math background and a proven ability to design computationally intensive algorithms from scratch.
Proficient in one or more of Python, C++, Java, Scala or equivalent programing languages. Fluency in machine/deep learning frameworks (e.g. Tensorflow, pyTorch, scikit-learn, opencv).
Deployed large scale deep learning models/algorithms in prior experience.
Hands on experience in deep learning neural networks like CNN, RNN for object detection/recognition/tracking/classification and optimization for targeted infrastructure.
Experience in data related technologies and open source frameworks preferred.
Experience in real-time video analytics pipeline.
Familiar with software development practices/pipelines (DevOps - kubernetes, docker containers, CI/CD tools).
Qualifications:",3.8,"Target
3.8",Bengaluru,"Minneapolis, MN",10000+ employees,1962,Company - Public,General Merchandise & Superstores,Retail,₹500+ billion (INR),-1,"Target
",0,58,1,0,1,1
Applied Scientist II,"RBS Tech is committed to support business growth across WW Retail through standardization, simplification and automation. We are developing an automated solution ACE to fix catalog defects. ACE uses Machine Learning/Deep Learning to fix attribute defects identified by Sherlock (auto audit platform) across Amazons selection that will improve customer shopping experiences. The defects are reviewed for validation and fixed, in the process helping the machine to learn.
Last year the team worked on discoverability challenges customers are facing on Amazon properties by backfilling hidden attributes by applying various deep learning techniques and an ensemble of classifiers. This year, we are working on highly ambiguous use cases like size variations problems, expanding the scope of discoverability use cases. All these use cases are ideal candidates to apply various Deep learning techniques.
We are hiring applied scientists who can creatively solve these use cases.
As an Applied Scientist in RBS ACE team, you will work with talented peers to develop novel algorithms and modeling techniques to solve these high impact issues. You will leverage Amazons heterogeneous data sources and large-scale computing resources to accelerate advances in artificial intelligence. You will collaborate with other scientists and work in a fast paced team environment. Your work will directly impact our customer shopping experience, save millions in concessions. You will constantly stretch the boundaries of Machine Learning to tackle business challenges.
If you are customer obsessed, self-driven, tenacious and analytical, you will have fun solving our business problems of unprecedented scale. As an experienced machine learning scientist, you will help research and develop new computer algorithms leveraging both classical and deep learning techniques.

Basic Qualifications

· PhD/Master Degree in Computer Science with experience in Deep Neural Network specialization either in Computer Vision and/or Natural Language Processing.
· 3+ years of hands on experience in building machine learning systems for large data sets.
· Strong skills in problem solving, programming and computer science fundamentals.
· Expertise in using Python programming language.
· Well versed in DeepLearning Frameworks like Tensorflow, MXNet or alternatively front ends like Keras along with numpy, pandas and scikit-learn

Preferred Qualifications

· PhDs, specialized in Information Retrieval and Machine Learning.
· Experience in designing and implementing information retrieval, web mining systems using Deep Learning and Neural Networks.
· Big thinker that can take broad visions and concepts and develop structured plans, actions and measurable metrics and then execute those plans.",4.2,"Amazon
4.2",Bengaluru,"Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Google, Microsoft, Walmart","Amazon
",0,26,1,0,0,0
"Data Scientist (Only from IIT, NIT,IIIT,IIM,VIT,BIT)","About Zycus :

Headquartered in Princeton, U.S. in 1998, Zycus has grown every day to be established as an organization which now is a leading global provider of complete Source-to-Pay suite of procurement performance solutions.

We develop cloud-based (SaaS) Source-to-Pay solutions for large global enterprises, and have successfully deployed about 200 solutions to over 1000 Global clients. We are proud to have as our clients, some of the best-of- breed companies across verticals like Manufacturing, Automotives, Banking and Finance, Oil and Gas, Food Processing, Electronics, Telecommunications, Chemicals, Health and Pharma, Education and more.

With a team of 1000+employees, we are present in India with 3 development centers at Bengaluru, Mumbai & Pune and offices in the U.S., U.K., Australia, Dubai, Netherlands and Singapore.

Know more about the LEADER of: Gartner’s 2013, 2015 & 2017 Magic Quadrant for Strategic Sourcing Application Suites and The Forrester Wave™: eProcurement, Q2 2017

We are in process of launching Merlin A.I. Studio™.

The artificial intelligence (AI)-based platform will allow procurement teams to to build and deploy bots across the source-to-pay process.

The bots will be used by firms leveraging more than 1,100 APIs from Zycus’ solution suite.

“By deploying the intelligent bots from Merlin A.I. Studio™, procurement can put themselves in cruise control mode as the bots work towards accomplishing tasks with zero human intervention,” The Fortune 500-serving firm explained in its press release

“Be it running an RFI event, discovering contract risks, negotiating with suppliers or transnational procurement; all one needs to do is launch the bot and see the magic unfold.”

“It will empower procurement to transform their routine, repetitive & mundane procurement tasks, so that time, effort & resources can be optimized towards more strategic initiatives.”Exp : 1 to 10 Years

Role : Data Scientist

Location : Bangalore

Drive Timings : 9 AM to 2.00 PM

Education : Any Engineering From IIT ,NIT , IIIT ,VIT , BITS Pilani

Venue Details :

ZYCUS INFOTECH PRIVATE LIMITED

SEZ UNIT,6TH FLOOR,GARNET Building,

Bagmane Developers Pvt Ltd SEZ II,

Bagmane World Technology Centre SEZ,

Mahadevapura,Outer ring Road,

KR Puram Hobli, Bengaluru (Bangalore) Urban,

Karnataka, 560048

Contact Person : Priyanka

Contact Number : 7899408877

Please carry your original ID proof along with Hard Copy of Resume

Requirements

We are especially looking for applicants with a strong background in Analytics and Data mining (Web, Social and Big data), Machine Learning and Pattern Recognition, Natural Language Processing and Computational Linguistics, Statistical Modelling and Inferencing, Information Retrieval, Large Scale Distributed Systems and Cloud Computing, Econometrics and Quantitative Marketing, Applied Game Theory and Mechanism Design, Operations Research and Optimization, Human Computer Interaction and Information Visualization. Applicants with a background in other quantitative areas are also encouraged to apply. If you are passionate about research and developing innovative technologies of interest to Zycus and the research community at large, the BigData Experience Lab may be the right place for you.

All successful candidates are expected to dive deep into problem areas of Zycus’s interest and invent technology solutions to not only advance the current products, but also to generate new product options that can strategically advantage Zycus

Skills
Master’s or Ph.D. in statistics, mathematics, or computer science
Only from Tier 1 Colleges
Experience using statistical computer languages such as R, Python, SQL, etc.
Experience in statistical and data mining techniques, including generalized linear model/regression, random forest, boosting, trees, text mining, social network analysis
Experience working with and creating data architectures
Knowledge of machine learning techniques such as clustering, decision tree learning, and artificial neural networks
Knowledge of advanced statistical techniques and concepts, including regression, properties of distributions, and statistical tests
1- 10 years of experience manipulating data sets and building statistical models
Experience using web services: Redshift, S3, Spark, DigitalOcean, etc.
Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL, etc.
Experience visualizing/presenting data.
Data Scientist will report in to Director Engineering - Data Scentist & the roles & responsibilities are as below:
Work as the data strategist, identifying and integrating new datasets that can be leveraged through our product capabilities and work closely with the engineering team to strategize and execute the development of data products
Execute analytical experiments methodically to help solve various problems and make a true impact across various domains and industries
Identify relevant data sources and sets to mine for client business needs, and collect large structured and unstructured datasets and variables
Devise and utilize algorithms and models to mine big data stores, perform data and error analysis to improve models, and clean and validate data for uniformity and accuracy
Analyze data for trends and patterns, and Interpret data with a clear objective in mind
Implement analytical models into production by collaborating with software developers and machine learning engineers.
Communicate analytic solutions to stakeholders and implement improvements as needed to operational systems
Benefits

Along with a competitive compensation structure, Zycus believes in an open culture learning environment, where everyone gets a chance to share their ideas and deliver par excellence. Here's a sneak peek to our life at Zycus.",3.4,"Zycus
3.4",Bengaluru,"Princeton, NJ",501 to 1000 employees,1998,Company - Private,Computer Hardware & Software,Information Technology,₹500 million to ₹1 billion (INR),"SAP Ariba, GEP, Coupa Software Inc","Zycus
",0,22,1,1,0,1
"Statistician, 2","About Epsilon:

Positioned at Publicis Groupe's core, Epsilon is a leader in interaction management, empowering brands to transform ordinary customer experiences into meaningful, human experiences. Our connected suite of products and services combine leading-edge identity management, industrial strength data and technology expertise with big brand acumen gained over five decades working with the industry's top brands. Our human-powered, data-led marketing delivers unmatched depth, breadth and scale to help brands turn meaningful human interactions into exceptional business outcomes. For more information, visit www.epsilon.com. Follow us on Twitter at @EpsilonMktg.

Who we are looking for

At Epsilon, our people use real human insights to find solutions that empower some of the biggest brands in the world. Our team is now growing, and we are on the lookout for talented individuals who use descriptive, predictive and prescriptive analytics to impact consumer behavior every day.

So, are you someone who enjoys leading conversations with influential stakeholders to help clients understand the value of their investments? Then you could be exactly who we are looking for.

Apply today and be part of a creative, innovative and talented team who constantly share insights, solve problems and create the remarkable.

SUMMARY:

The Analytic Consulting Group partners with both internal and external clients and data providers, leveraging predictive analytics and advanced statistical techniques to drive strategic thought and effective decision making. The core charter is to develop analytics/machine learning solutions, products using both internal and external data across the customer journey to drive Acquisition, engagement, Retention using advanced Analytics, Machine Learning capabilities and data platforms. The Senior Data Scientist is someone who can rapidly navigate from generating the idea to implementing the solution and has a passion to see own work translated in business results. You will own end-to-end the scope, management and delivery of large-scale projects, with strong focus on customer insights, data quality, automation, process improvement and efficiency.

RESPONSIBILITIES:

• Deliver ML / DL projects from beginning to end, including understanding the business need, aggregating data, exploring data, building & validating predictive models, and deploying completed models to deliver business impact to the organization.

• Helping to build production systems that take inputs from multiple models and make decisions in real/near time

• Improve upon existing methodologies by developing new data sources, testing model enhancements, and fine-tuning model parameters.

• Provide requirements to develop analytic capabilities, platforms, and pipelines.

• Conduct written and verbal presentation to share insights and recommendations to audiences of varying levels of technical sophistication.
BASIC QUALIFICATIONS:

• Master's in quantitative field (Computer Science, Mathematics, Machine Learning, AI, Statistics, or equivalent)

• 5 years of experience in a ML or data scientist role and a track record of building ML or DL models

• In depth knowledge and working experience in statistical and data mining techniques: GLM, Random Forest, Boosting Trees, Neural Network, Text mining, kNN, Clustering

• At least 5 years of experience with data querying languages-SQL, scripting languages-Python

• Ability to write production level code, which is well-written and explainable

• Primary experience with data scripting languages such as Python and SQL,experience using ML libraries, such as scikit-learn, Knowledge and experience of writing and tuning SQL

• Statistical/mathematical software (e.g. R, SAS, or Matlab), Knowledge of SparkML will be an added advantage

• Past and current experience writing and speaking about complex technical concepts to broad audiences in a simplified format

• Experience giving data presentations, Strong written and verbal communication

DESIRABLE QUALIFICATIONS:

• Advanced degree (Master's/PhD) in Statistics, Economics or other quantitative discipline

• Publications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferences will be an added advantage

• Experience with AWS technologies like Redshift, S3, EC2, Data Pipeline, & EMR will be an added advantage, working knowledge of Hadoop, Map-reduce and other big data technologies",3.8,"Epsilon
3.8",Bengaluru,"Irving, TX",5001 to 10000 employees,1969,Subsidiary or Business Segment,Advertising & Marketing,Business Services,₹100 to ₹500 billion (INR),Merkle,"Epsilon
",0,51,1,1,1,0
